VulnerabilityID,PkgName,InstalledVersion,FixedVersion,Title,Description,Severity,References
CVE-2017-13730,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function _nc_read_entry_source(),There is an illegal address access in the function _nc_read_entry_source() in progs/tic.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484284', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13730']"
CVE-2017-11112,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in append_acs function,"In ncurses 6.0, there is an attempted 0xffffffffffffffff access in the append_acs function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data.",MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464686', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11112']"
CVE-2017-13729,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the _nc_save_str function,There is an illegal address access in the _nc_save_str function in alloc_entry.c in ncurses 6.0. It will lead to a remote denial of service attack.,MEDIUM,"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13729', 'https://bugzilla.redhat.com/show_bug.cgi?id=1484276', 'https://security.gentoo.org/glsa/201804-13']"
CVE-2017-11113,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Null pointer dereference vulnerability in _nc_parse_entry function,"In ncurses 6.0, there is a NULL Pointer Dereference in the _nc_parse_entry function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data.",MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464691', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11113']"
CVE-2017-13731,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function postprocess_termcap(),There is an illegal address access in the function postprocess_termcap() in parse_entry.c in ncurses 6.0 that will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484285', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13731']"
CVE-2017-13728,ncurses-bin,6.0+20160213-1ubuntu1,,ncurses: Infinite loop in the next_char function,"There is an infinite loop in the next_char function in comp_scan.c in ncurses 6.0, related to libtic. A crafted input will lead to a remote denial of service attack.",MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484274', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13728']"
CVE-2017-12424,passwd,1:4.2-3.1ubuntu5.4,,shadow-utils: Buffer overflow via newusers tool,"In shadow before 4.5, the newusers tool could be made to manipulate internal data structures in ways unintended by the authors. Malformed input may lead to crashes (with a buffer overflow or other memory corruption) or other unspecified behaviors. This crosses a privilege boundary in, for example, certain web-hosting environments in which a Control Panel allows an unprivileged user account to create subaccounts.",HIGH,"['https://security.gentoo.org/glsa/201710-16', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-12424', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=756630', 'https://bugs.launchpad.net/ubuntu/+source/shadow/+bug/1266675', 'https://github.com/shadow-maint/shadow/commit/954e3d2e7113e9ac06632aee3c69b8d818cc8952']"
CVE-2018-7169,passwd,1:4.2-3.1ubuntu5.4,,shadow-utils: newgidmap allows unprivileged user to drop supplementary groups potentially allowing privilege escalation,"An issue was discovered in shadow 4.5. newgidmap (in shadow-utils) is setuid and allows an unprivileged user to be placed in a user namespace where setgroups(2) is permitted. This allows an attacker to remove themselves from a supplementary group, which may allow access to certain filesystem paths if the administrator has used ""group blacklisting"" (e.g., chmod g-rwx) to restrict access to paths. This flaw effectively reverts a security feature in the kernel (in particular, the /proc/self/setgroups knob) to prevent this sort of privilege escalation.",MEDIUM,"['https://bugs.launchpad.net/ubuntu/+source/shadow/+bug/1729357', 'https://security.gentoo.org/glsa/201805-09']"
CVE-2013-4235,passwd,1:4.2-3.1ubuntu5.4,,shadow-utils: TOCTOU race conditions by copying and removing directory trees,"** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.
    
A TOCTOU race condition was discovered in shadow-utils. A local attacker with write privileges in a directory removed or copied by usermod/userdel could potentially exploit this flaw, when the administrator invokes usermod/userdel, to delete or modify other files on the system.",LOW,
CVE-2018-20839,systemd,229-4ubuntu21.21,,systemd: mishandling of the current keyboard mode check leading to passwords being disclosed in cleartext to attacker,"systemd 242 changes the VT1 mode upon a logout, which allows attackers to read cleartext passwords in certain circumstances, such as watching a shutdown, or using Ctrl-Alt-F1 and Ctrl-Alt-F2. This occurs because the KDGKBMODE (aka current keyboard mode) check is mishandled.",MEDIUM,"['https://bugs.launchpad.net/ubuntu/+source/systemd/+bug/1803993', 'https://github.com/systemd/systemd/commit/9725f1a10f80f5e0ae7d9b60547458622aeb322f', 'https://github.com/systemd/systemd/pull/12378', 'https://security.netapp.com/advisory/ntap-20190530-0002/', 'http://www.securityfocus.com/bid/108389']"
CVE-2018-16888,systemd,229-4ubuntu21.21,,systemd: kills privileged process if unprivileged PIDFile was tampered,"It was discovered systemd does not correctly check the content of PIDFile files before using it to kill processes. When a service is run from an unprivileged user (e.g. User field set in the service file), a local attacker who is able to write to the PIDFile of the mentioned service may use this flaw to trick systemd into killing other services and/or privileged processes. Versions before v237 are vulnerable.",LOW,"['https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-16888', 'https://security.netapp.com/advisory/ntap-20190307-0007/', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-16888']"
CVE-2018-20839,systemd-sysv,229-4ubuntu21.21,,systemd: mishandling of the current keyboard mode check leading to passwords being disclosed in cleartext to attacker,"systemd 242 changes the VT1 mode upon a logout, which allows attackers to read cleartext passwords in certain circumstances, such as watching a shutdown, or using Ctrl-Alt-F1 and Ctrl-Alt-F2. This occurs because the KDGKBMODE (aka current keyboard mode) check is mishandled.",MEDIUM,"['http://www.securityfocus.com/bid/108389', 'https://bugs.launchpad.net/ubuntu/+source/systemd/+bug/1803993', 'https://github.com/systemd/systemd/commit/9725f1a10f80f5e0ae7d9b60547458622aeb322f', 'https://github.com/systemd/systemd/pull/12378', 'https://security.netapp.com/advisory/ntap-20190530-0002/']"
CVE-2018-16888,systemd-sysv,229-4ubuntu21.21,,systemd: kills privileged process if unprivileged PIDFile was tampered,"It was discovered systemd does not correctly check the content of PIDFile files before using it to kill processes. When a service is run from an unprivileged user (e.g. User field set in the service file), a local attacker who is able to write to the PIDFile of the mentioned service may use this flaw to trick systemd into killing other services and/or privileged processes. Versions before v237 are vulnerable.",LOW,"['https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-16888', 'https://security.netapp.com/advisory/ntap-20190307-0007/', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-16888']"
CVE-2018-20482,tar,1.28-2.1ubuntu0.1,,tar: Infinite read loop in sparse_dump_region function in sparse.c,"GNU Tar through 1.30, when --sparse is used, mishandles file shrinkage during read access, which allows local users to cause a denial of service (infinite read loop in sparse_dump_region in sparse.c) by modifying a file that is supposed to be archived by a different user's process (e.g., a system backup running as root).",LOW,"['http://git.savannah.gnu.org/cgit/tar.git/commit/?id=c15c42ccd1e2377945fd0414eca1a49294bff454', 'http://lists.gnu.org/archive/html/bug-tar/2018-12/msg00023.html', 'http://lists.opensuse.org/opensuse-security-announce/2019-04/msg00077.html', 'https://lists.debian.org/debian-lts-announce/2018/12/msg00023.html', 'http://www.securityfocus.com/bid/106354', 'https://news.ycombinator.com/item?id=18745431', 'https://security.gentoo.org/glsa/201903-05', 'https://twitter.com/thatcks/status/1076166645708668928', 'https://utcc.utoronto.ca/~cks/space/blog/sysadmin/TarFindingTruncateBug', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-20482']"
CVE-2016-2779,util-linux,2.27.1-6ubuntu3.6,,util-linux: runuser tty hijack via TIOCSTI ioctl,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.",HIGH,"['http://www.openwall.com/lists/oss-security/2016/02/27/1', 'http://www.openwall.com/lists/oss-security/2016/02/27/2', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=815922', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-2779']"
CVE-2016-5011,util-linux,2.27.1-6ubuntu3.6,,util-linux: Extended partition loop in MBR partition table leads to DOS,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.,MEDIUM,"['http://www-01.ibm.com/support/docview.wss?uid=nas8N1021801', 'http://www.openwall.com/lists/oss-security/2016/07/11/2', 'http://www.securityfocus.com/bid/91683', 'http://www.securitytracker.com/id/1036272', 'https://git.kernel.org/pub/scm/utils/util-linux/util-linux.git/commit/?id=7164a1c3', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-5011', 'http://rhn.redhat.com/errata/RHSA-2016-2605.html', 'http://www-01.ibm.com/support/docview.wss?uid=isg3T1024543']"
CVE-2016-9843,zlib1g,1:1.2.8.dfsg-2ubuntu4.1,,zlib: Big-endian out-of-bounds pointer,The crc32_big function in crc32.c in zlib 1.2.8 might allow context-dependent attackers to have unspecified impact via vectors involving big-endian CRC calculation.,HIGH,"['http://lists.opensuse.org/opensuse-updates/2017-01/msg00053.html', 'https://lists.debian.org/debian-lts-announce/2019/03/msg00027.html', 'https://security.gentoo.org/glsa/201701-56', 'https://access.redhat.com/errata/RHSA-2017:1221', 'https://access.redhat.com/errata/RHSA-2017:3046', 'https://support.apple.com/HT208112', 'https://support.apple.com/HT208113', 'http://lists.opensuse.org/opensuse-updates/2017-01/msg00050.html', 'http://www.oracle.com/technetwork/security-advisory/cpujul2018-4258247.html', 'http://www.securityfocus.com/bid/95131', 'http://www.securitytracker.com/id/1039427', '\nhttps://wiki.mozilla.org/images/0/09/Zlib-report.pdf\nhttps://docs.google.com/document/d/10i1KZS5so8xDqH2rplRa2xet0tyTvvJlLbQQmZIUIKE/edit#heading=h.t13tvnx4loq7\n    ', 'http://lists.opensuse.org/opensuse-updates/2016-12/msg00127.html', 'https://access.redhat.com/errata/RHSA-2017:3453', 'https://security.netapp.com/advisory/ntap-20181018-0002/', 'https://access.redhat.com/errata/RHSA-2017:1222', 'https://wiki.mozilla.org/images/0/09/Zlib-report.pdf', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-9843', 'https://access.redhat.com/errata/RHSA-2017:1220', 'https://access.redhat.com/errata/RHSA-2017:2999', 'https://bugzilla.redhat.com/show_bug.cgi?id=1402351', 'https://support.apple.com/HT208144', 'http://www.oracle.com/technetwork/security-advisory/cpuoct2017-3236626.html', 'https://access.redhat.com/errata/RHSA-2017:3047', 'https://wiki.mozilla.org/MOSS/Secure_Open_Source/Completed#zlib', 'http://www.openwall.com/lists/oss-security/2016/12/05/21', 'http://www.oracle.com/technetwork/security-advisory/cpuoct2018-4428296.html', 'http://www.securitytracker.com/id/1041888', 'https://github.com/madler/zlib/commit/d1d577490c15a0c6862473d7576352a9f18ef811', 'https://support.apple.com/HT208115']"
CVE-2016-9841,zlib1g,1:1.2.8.dfsg-2ubuntu4.1,,zlib: Out-of-bounds pointer arithmetic in inffast.c,inffast.c in zlib 1.2.8 might allow context-dependent attackers to have unspecified impact by leveraging improper pointer arithmetic.,HIGH,"['http://www.securitytracker.com/id/1039596', 'https://github.com/madler/zlib/commit/9aaec95e82117c1cb0f9624264c3618fc380cecb', 'https://wiki.mozilla.org/MOSS/Secure_Open_Source/Completed#zlib', 'http://lists.opensuse.org/opensuse-updates/2017-01/msg00053.html', 'http://www.oracle.com/technetwork/security-advisory/cpujul2018-4258247.html', 'https://security.gentoo.org/glsa/201701-56', '\nhttps://wiki.mozilla.org/images/0/09/Zlib-report.pdf\nhttps://docs.google.com/document/d/10i1KZS5so8xDqH2rplRa2xet0tyTvvJlLbQQmZIUIKE/edit#heading=h.t13tvnx4loq7\n    ', 'http://lists.opensuse.org/opensuse-updates/2017-01/msg00050.html', 'https://access.redhat.com/errata/RHSA-2017:3046', 'https://access.redhat.com/errata/RHSA-2017:1221', 'https://bugzilla.redhat.com/show_bug.cgi?id=1402346', 'https://support.apple.com/HT208113', 'https://support.apple.com/HT208144', 'http://www.openwall.com/lists/oss-security/2016/12/05/21', 'http://www.securitytracker.com/id/1039427', 'https://support.apple.com/HT208115', 'http://www.securityfocus.com/bid/95131', 'https://access.redhat.com/errata/RHSA-2017:3047', 'http://www.oracle.com/technetwork/security-advisory/cpuoct2018-4428296.html', 'https://lists.debian.org/debian-lts-announce/2019/03/msg00027.html', 'https://wiki.mozilla.org/images/0/09/Zlib-report.pdf', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-9841', 'http://www.oracle.com/technetwork/security-advisory/cpuoct2017-3236626.html', 'https://access.redhat.com/errata/RHSA-2017:1222', 'https://support.apple.com/HT208112', 'https://access.redhat.com/errata/RHSA-2017:2999', 'https://access.redhat.com/errata/RHSA-2017:3453', 'https://security.netapp.com/advisory/ntap-20171019-0001/', 'http://lists.opensuse.org/opensuse-updates/2016-12/msg00127.html', 'https://access.redhat.com/errata/RHSA-2017:1220']"
CVE-2016-9842,zlib1g,1:1.2.8.dfsg-2ubuntu4.1,,zlib: Undefined left shift of negative number,The inflateMark function in inflate.c in zlib 1.2.8 might allow context-dependent attackers to have unspecified impact via vectors involving left shifts of negative integers.,MEDIUM,"['https://wiki.mozilla.org/MOSS/Secure_Open_Source/Completed#zlib', 'http://lists.opensuse.org/opensuse-updates/2016-12/msg00127.html', 'https://access.redhat.com/errata/RHSA-2017:1221', 'https://support.apple.com/HT208113', 'https://support.apple.com/HT208144', 'https://access.redhat.com/errata/RHSA-2017:3046', 'https://lists.debian.org/debian-lts-announce/2019/03/msg00027.html', 'https://support.apple.com/HT208115', 'http://lists.opensuse.org/opensuse-updates/2017-01/msg00053.html', 'https://security.gentoo.org/glsa/201701-56', 'https://wiki.mozilla.org/images/0/09/Zlib-report.pdf', 'https://access.redhat.com/errata/RHSA-2017:1222', 'https://access.redhat.com/errata/RHSA-2017:3453', '\nhttps://wiki.mozilla.org/images/0/09/Zlib-report.pdf\nhttps://docs.google.com/document/d/10i1KZS5so8xDqH2rplRa2xet0tyTvvJlLbQQmZIUIKE/edit#heading=h.t13tvnx4loq7\n    ', 'http://lists.opensuse.org/opensuse-updates/2017-01/msg00050.html', 'http://www.openwall.com/lists/oss-security/2016/12/05/21', 'https://access.redhat.com/errata/RHSA-2017:2999', 'https://access.redhat.com/errata/RHSA-2017:3047', 'https://github.com/madler/zlib/commit/e54e1299404101a5a9d0cf5e45512b543967f958', 'http://www.oracle.com/technetwork/security-advisory/cpuoct2018-4428296.html', 'http://www.securityfocus.com/bid/95131', 'http://www.securitytracker.com/id/1039427', 'https://access.redhat.com/errata/RHSA-2017:1220', 'https://support.apple.com/HT208112', 'http://www.oracle.com/technetwork/security-advisory/cpuoct2017-3236626.html', 'https://bugzilla.redhat.com/show_bug.cgi?id=1402348', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-9842']"
CVE-2016-9840,zlib1g,1:1.2.8.dfsg-2ubuntu4.1,,zlib: Out-of-bounds pointer arithmetic in inftrees.c,inftrees.c in zlib 1.2.8 might allow context-dependent attackers to have unspecified impact by leveraging improper pointer arithmetic.,MEDIUM,"['http://www.openwall.com/lists/oss-security/2016/12/05/21', 'https://access.redhat.com/errata/RHSA-2017:1221', 'https://access.redhat.com/errata/RHSA-2017:3453', 'https://security.gentoo.org/glsa/201701-56', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-9840', 'https://wiki.mozilla.org/MOSS/Secure_Open_Source/Completed#zlib', 'http://lists.opensuse.org/opensuse-updates/2017-01/msg00053.html', 'http://www.securitytracker.com/id/1039427', 'http://www.oracle.com/technetwork/security-advisory/cpuoct2017-3236626.html', 'https://bugzilla.redhat.com/show_bug.cgi?id=1402345', '\nhttps://wiki.mozilla.org/images/0/09/Zlib-report.pdf\nhttps://docs.google.com/document/d/10i1KZS5so8xDqH2rplRa2xet0tyTvvJlLbQQmZIUIKE/edit#heading=h.t13tvnx4loq7\n    ', 'https://access.redhat.com/errata/RHSA-2017:1220', 'https://github.com/madler/zlib/commit/6a043145ca6e9c55184013841a67b2fef87e44c0', 'http://www.securityfocus.com/bid/95131', 'https://access.redhat.com/errata/RHSA-2017:1222', 'https://support.apple.com/HT208113', 'http://lists.opensuse.org/opensuse-updates/2016-12/msg00127.html', 'https://access.redhat.com/errata/RHSA-2017:3047', 'https://lists.debian.org/debian-lts-announce/2019/03/msg00027.html', 'http://www.oracle.com/technetwork/security-advisory/cpuoct2018-4428296.html', 'https://access.redhat.com/errata/RHSA-2017:3046', 'https://support.apple.com/HT208144', 'https://support.apple.com/HT208115', 'https://wiki.mozilla.org/images/0/09/Zlib-report.pdf', 'http://lists.opensuse.org/opensuse-updates/2017-01/msg00050.html', 'https://access.redhat.com/errata/RHSA-2017:2999', 'https://support.apple.com/HT208112']"
